open_time,open,high,low,close,volume,close_time,return_1h,target,lag_return_1h,lag_return_2h,lag_return_6h,rolling_mean_6h,rolling_mean_24h,rolling_std_6h,rolling_std_24h,ema_12,ema_26,macd,rsi_14,dist_from_ma_24h,volume_change_1h,volume_zscore_24h,hour_of_day,day_of_week
2026-06-10 12:00:00+00:00,61034.04,61950.0,60960.0,61564.01,82412266.1051837,2026-06-10 12:59:59.999000+00:00,0.008683187283686333,1,-0.005735012606276069,0.0008339455455568245,0.0018206954006907416,61378.03166666667,61590.67166666667,229.8764030117313,317.3133827074126,61461.273156669944,61745.30960662496,-284.03644995501963,47.56483358876485,-0.08402313964567631,0.6336830168217595,0.8828727930359571,12,2
2026-06-10 13:00:00+00:00,61564.0,62446.0,61444.87,62146.42,74339559.2393842,2026-06-10 13:59:59.999000+00:00,0.009460234965201098,1,0.008683187283686333,-0.005735012606276069,0.003492108472531452,61454.50833333333,61585.37208333333,380.4567154639154,306.2817965252237,61566.680363336105,61775.021487615704,-208.34112427959917,55.59487725181649,1.83180300961982,-0.0979551618626312,0.6686973931305163,13,2
2026-06-10 14:00:00+00:00,62146.43,62258.01,61814.79,62195.99,55954641.416171,2026-06-10 14:59:59.999000+00:00,0.0007976324299936444,1,0.009460234965201098,0.008683187283686333,-0.006905930466369448,61610.24833333333,61612.62375,467.06937808161643,330.3977495626492,61663.49723051517,61806.20434038491,-142.70710986974154,53.81276464916075,1.7656483761533086,-0.24731001920540174,0.4167449186575932,14,2
2026-06-10 15:00:00+00:00,62195.99,62857.99,61852.0,62639.23,83645759.2489136,2026-06-10 15:59:59.999000+00:00,0.0071265044579240655,0,0.0007976324299936444,0.009460234965201098,0.0011979781771764841,61827.63,61675.431666666664,598.3726059277977,375.2583359350386,61813.60996428206,61867.90994480084,-54.29998051877919,62.13597836266676,2.568359556708645,0.49488509142227866,1.4641371401894934,15,2
2026-06-10 16:00:00+00:00,62639.23,62646.0,61930.0,62219.33,46596753.5954547,2026-06-10 16:59:59.999000+00:00,-0.006703466821032178,0,0.0071265044579240655,0.0007976324299936444,0.0008339455455568245,61966.503333333334,61709.96583333333,571.4902238459124,385.8843745888036,61876.02843131559,61893.94106000078,-17.912628685189702,62.001628191268026,1.3199916871717061,-0.44292748354651457,0.31496209555635,16,2
2026-06-10 17:00:00+00:00,62219.33,62360.0,61654.54,61969.99,54829915.7521847,2026-06-10 17:59:59.999000+00:00,-0.0040074362742253955,0,-0.006703466821032178,0.0071265044579240655,-0.005735012606276069,62122.494999999995,61721.54833333333,351.4339961283504,389.4771140589776,61890.484057267044,61899.57431481554,-9.090257548494264,55.49872457322257,0.6378851483146318,0.17668960864117156,0.7259396846179452,17,2
2026-06-10 18:00:00+00:00,61969.99,62162.9,61588.8,61882.0,39656137.9477627,2026-06-10 18:59:59.999000+00:00,-0.0014198808165049037,1,-0.0040074362742253955,-0.006703466821032178,0.008683187283686333,62175.493333333325,61725.29791666666,263.29021172727744,390.6164682131289,61889.1788176875,61898.27251371809,-9.093696030591673,58.013066819085594,0.40116609535222447,-0.27674267954382914,-0.035279097223057436,18,2
2026-06-10 19:00:00+00:00,61881.99,62062.98,61673.79,61942.44,24803678.8587654,2026-06-10 19:59:59.999000+00:00,0.000976697585727715,0,-0.0014198808165049037,-0.0040074362742253955,0.009460234965201098,62141.496666666666,61718.8125,280.40778710906676,385.41538700122373,61897.372845735576,61901.544179368604,-4.171333633028553,57.958568944507654,0.5802246291720893,-0.37453115350167976,-0.7613252099279545,19,2
2026-06-10 20:00:00+00:00,61942.45,61949.21,61688.0,61805.51,19004068.590218,2026-06-10 20:59:59.999000+00:00,-0.002210600680244479,0,0.000976697585727715,-0.0014198808165049037,0.0007976324299936444,62076.416666666664,61704.042083333334,309.0785381604833,374.40791250137516,61883.240100237796,61894.43053645241,-11.190436214616057,54.522906887567835,0.27100900723163973,-0.2338205675686641,-1.0217722514472862,20,2
2026-06-10 21:00:00+00:00,61805.5,61805.51,61179.19,61356.18,35143383.0121435,2026-06-10 21:59:59.999000+00:00,-0.007270063785575154,1,-0.002210600680244479,0.000976697585727715,0.0071265044579240655,61862.575000000004,61687.16625,284.6963895710875,380.7929658460529,61802.15393097044,61854.560126344826,-52.40619537438761,45.76426738110093,-0.8692026368307785,0.8492557446479077,-0.257108277302248,21,2
2026-06-10 22:00:00+00:00,61356.18,61574.0,61104.24,61381.46,35447831.3475945,2026-06-10 22:59:59.999000+00:00,0.00041202043543120404,1,-0.007270063785575154,-0.002210600680244479,-0.006703466821032178,61722.93,61673.16458333334,280.16185615613256,385.7745771202661,61737.431787744215,61819.51567254151,-82.08388479729183,51.70763801662774,-0.7561529469123104,0.008663034385329338,-0.28778380206907356,22,2
2026-06-10 23:00:00+00:00,61381.46,61604.0,61166.0,61510.99,20123314.8498026,2026-06-10 23:59:59.999000+00:00,0.002110246318676623,1,0.00041202043543120404,-0.007270063785575154,-0.0040074362742253955,61646.43,61664.03916666668,261.23542953602254,386.9601896999773,61702.59458962972,61796.66191901991,-94.06732939019275,52.46767008771752,-0.3955165692505538,-0.43231182036279425,-1.0571642602590823,23,2
